Text,Year,Category,Log_Probability
"14 August 2011 - england tops cricket rankings
England tops cricket rankings
England has moved to the top of the ICC ODI rankings after beating India in the first ODI at Trent Bridge on Wednesday.
India won the toss and elected to bat. It was a good decision as England had a brilliant bowling performance with Chris Tremlett (2-32) and Graeme Swann (2-27) bowling well. The England bowlers were good throughout the match and had a good economy rate of 3.27 runs per over.
India's top order batsmen were not good and India lost their top three batsmen for a score of 32 in the 9.1 overs. India batsman Gautam Gambhir (2) and Virat Kohli (4) fell early to the English bowlers and there was little chance of India reaching the total.
India captain MS Dhoni did not bat and was caught by Jos Buttler (2) off Graeme Swann.
England's batsmen were good and scored a total",2011,Sports,-589894528.0
"07 January 2011 - final chance for socceroos golden boys
Seven years ago, five footballers stood in front of the press after Australia had fallen to a shock 1-0 loss to Brazil in the first game of the 2004 Olympic Games. A few weeks earlier, Australia had lost 3-0 to Germany in a friendly, the first defeat for a team managed by former Australian coach Frank Farina in seven years. It was a dark day for the game and the mood in the Australian camp was low.
This time, the mood is high. Australia have had a dream run in the FIFA Under-20 World Cup, winning five matches without conceding a goal and beating the hosts, Uruguay, 4-0 in the semi-final, before beating Costa Rica in the final 1-0. A number of the players on that team will be in contention for a spot in the Australian squad for the 2010 FIFA World Cup finals.
For the Australians, the last time the team was at the Olympics in 1988,",2011,Sports,-589903808.0
"01 September 2011 - socceroos to field strong side at home and away
The Socceroos will field a strong squad for their two key matches against South Africa and Oman this month, Football Federation Australia (FFA) confirmed on Tuesday.
The Socceroos will field a strong squad for their two key matches against South Africa and Oman this month, Football Federation Australia (FFA) confirmed on Tuesday.
The Socceroos will field a strong squad for their two key matches against South Africa and Oman this month, Football Federation Australia (FFA) confirmed on Tuesday.
National coach Holger Osieck will field a similar side to that which defeated the South Koreans 1-0 in the FIFA Confederations Cup earlier this year in his bid to prepare the team for the AFC Asian Cup finals in Qatar next year.
Osieck’s side will open their 2012 Asian Cup qualifying campaign with a match against South Africa on September 2 at the Sydney Football Stadium. The Socceroos will then host Oman four days later",2011,Sports,-631531008.0
"11 March 2011 - football could still save fevola afl boss andrew demetriou has told of his delight at the club’s controversial inclusion of mark fevola as its chief operating officer. the crows were furious that demetriou had agreed to a deal with the controversial player that would see him appear as a commentator for fox sports after his suspension from the afl for a third drink-driving offence last week.
11 March 2011 - football could still save fevola afl boss andrew demetriou has told of his delight at the club’s controversial inclusion of mark fevola as its chief operating officer. the crows were furious that demetriou had agreed to a deal with the controversial player that would see him appear as a commentator for fox sports after his suspension from the afl for a third drink-driving offence last week.
the crows were furious that demetriou had agreed to a deal with the controversial player that would see him appear as a commentator for fox sports after his suspension from the afl for a third drink-driving offence last week",2011,Sports,-640747904.0
"17 June 2011 - i want to play football luke adams 17 June 2011 - i want to play football luke adams
10 June 2011 - i am a player not a puppet luke adams 10 June 2011 - i am a player not a puppet luke adams
14 April 2011 - i am a player luke adams 14 April 2011 - i am a player luke adams
4 April 2011 - luke adams 4 April 2011 - luke adams
8 March 2011 - luke adams 8 March 2011 - luke adams
3 March 2011 - luke adams 3 March 2011 - luke adams
2 March 2011 - luke adams 2 March 2011 - luke adams
24 February 2011 - luke adams 24 February 2011 - luke adams
23 February 2011 - l",2011,Sports,-661025024.0
"05 October 2011 - malthouse to ponder future of cricket after ashes humiliation
The England cricket team's manager, Andy Flower, admitted yesterday that the side had ""got it wrong"" after losing the third Test to Australia in his first full day in the role.
The England cricket team's manager, Andy Flower, admitted yesterday that the side had ""got it wrong"" after losing the third Test to Australia in his first full day in the role.
The 47-year-old, who replaces the sacked Kevin Pietersen as one of the three members of the ""decision making group"" alongside the captain, Andrew Strauss, and the director of cricket, Andy Flower's brother, Andrew, is the subject of intense speculation over his long-term future.
The former Zimbabwe coach has been linked with a switch into the Australian game to become the replacement for the sacked Mickey Arthur, although that was not a position he had targeted and he remains under contract to his current employers until 2013.
Yesterday, he said his immediate focus would be to lead a series review, but",2011,Sports,-596972864.0
"02 November 2011 - match fixers let cricket fans down, says ICC
Fixing of a match by some of the cricketers from Pakistan in 2010 has left the fans of the cricket disappointed as they have seen their favourite sport becoming tainted.
Match-fixing is a crime that is being perpetrated against the innocent and honest players who give their time and energy to the game in order to bring joy to the fans.
ICC has been working with other anti-corruption bodies to clamp down on the fixing and this has resulted in some of the big names from Pakistan to be banned from the game.
The recent example of Umar Gul who has been banned from the game for six months after being found guilty of being involved in match-fixing is a strong message to the others involved in the game to desist from doing the same.
This is an important development in the history of the game and shows that the ICC is serious in clamping down on match fixing and is not going to let it go any further.
Match fixing is a serious crime and any",2011,Sports,-578858304.0
"29 December 2011 - almaliki saving cricket: a matter of national interest.
26 December 2011 - we are all part of the same family: the Maliki cabinet meeting.
23 December 2011 - the cabinet meeting: a brief account.
17 December 2011 - a matter of national interest: the new prime minister.
16 December 2011 - prime minister: a matter of national interest.
13 December 2011 - the prime minister: a matter of national interest.
12 December 2011 - the prime minister: a matter of national interest.
8 December 2011 - the cabinet meeting: a brief account.
6 December 2011 - a brief account of the cabinet meeting.
5 December 2011 - prime minister: a matter of national interest.
2 December 2011 - the cabinet meeting: a brief account.
30 November 2011 - the prime minister: a matter of national interest.
29 November 2011 - the cabinet meeting: a brief account.
23 November 2011 - the prime minister: a matter of",2011,Sports,-600911872.0
"09 January 2011 - full strength socceroos to face india
The A-League is set to welcome two former FIFA World Cup and AFC Asian Cup representatives to face Australia’s 2010 AFC Asian Cup finalists at Hindmarsh Stadium this weekend.
India, who reached the quarter finals of the Asian Cup, and Chinese Taipei, who qualified for the tournament for the first time in over 20 years, will both be looking to impress in the 2011 A-League Pre-Season Series. 
Both sides will be boosted by the presence of a number of key international players, and the A-League’s most recent arrivals will be tested in the A-League Pre-Season Series.
The first of the two matches will be played on Sunday at Hindmarsh Stadium when the Roar takes on India in the curtain-raiser to the Adelaide United v Perth Glory match, which will be broadcast live on Fox Sports and free to air on ABC1. 
The second match of the A-League Pre-Season Series, which will be played on Friday, will see the A-League champions",2011,Sports,-593646464.0
"23 June 2011 - olyroos pass first hurdle to olympics
Australia's Olympic men's football team overcame the challenges of the humid conditions in Maracana Stadium with a convincing 2-0 win over Bahrain on Thursday night in Rio de Janeiro.
The Olyroos, who made two changes to the starting line-up from the opening 2-0 victory over Egypt on Sunday, were a class apart against the Bahrainis, showing a more refined passing style, and were rewarded for their dominance with a goal either side of half-time.
Olyroo captain Matt McKay broke the deadlock for Australia in the 41st minute after his shot from the edge of the box was parried by the Bahrain goalkeeper, leaving his strike partner Josh Kennedy unmarked to fire the rebound home.
Bahrain's best chance of the first half fell to the head of Hussain Habib who rose high above his markers but headed the ball over the bar from the edge of the six-yard box.
Bahrain's Ali Salmeen was shown a straight red card",2011,Sports,-599353600.0
"22 September 2011 - junion football player suspended indefinitely over fight with girlfriend
A junior at the University of Pittsburgh has been suspended indefinitely from the football team for beating his girlfriend and throwing a television in a Pittsburgh apartment complex. He was taken into custody on Sept. 17 after the victim of the attack filed a criminal complaint and Pitt police conducted a criminal investigation.
Pitt police charged 19-year-old running back T.J. Logan with simple assault, recklessly endangering another person, criminal trespass and disorderly conduct. He is scheduled to appear in Magisterial District Court in Pittsburgh on Oct. 18.
""University policy clearly prohibits any form of violence, including physical violence, and requires that members of the University community immediately report acts of violence,"" according to a statement issued by Pitt on Monday. ""We are committed to providing a safe environment for all members of our campus community.""
The university also said it would cooperate with police and the county district attorney's office on Logan's case.",2011,Sports,-563612352.0
"16 November 2011 - socceroos advance in wc2014 bid - 16 November 2011 - socceroos advance in wc2014 bid
soccer.com.au | Sat Nov 12 14:00:00 2011
The FIFA World Cup Qualifiers 2014 South America will be held over four-and-a-half months, beginning with the matches in March 2012 and concluding in July 2012.
Socceroos Coach Holger Osieck's side is in a three-way group, with Chile and Venezuela, along with the hosts Brazil.
The Socceroos will open their bid to play at the 2014 World Cup in Brazil on 6th February 2012 against Ecuador in La Paz, Bolivia.
""We look forward to starting our campaign to reach the World Cup in Brazil in February 2012 and are confident of finishing in the top two of our group to secure qualification to the finals in Brazil,"" said Australia Football Chief Executive Officer Ben Buckley.
""Hosting World Cups in the Americas has always",2011,Sports,-601545472.0
"22 November 2011 - arthur named new aussie cricket coach
Former England bowler Geoff Miller has been named the new coach of Australia’s national cricket team.
Miller is set to join the Aussie camp in Brisbane to begin his role after the end of the 2011-12 domestic season in early January.
Miller will take charge of the team when the Ashes series gets underway in England in July 2013.
The 50-year-old takes over from Australian legend Justin Langer who was in charge of the team for one year, while Langer’s replacement Darren Lehmann was made the interim coach after Langer’s resignation.
In a statement the Australian Cricket Board said the 50-year-old Miller, a former England selector, was a “clear choice”.
“We are very pleased to welcome Geoff Miller to the Australian team,” Australian Cricket Board (ACB) chairperson Wally Edwards said.
“Geoff is a former first-class player and Test and ODI selector who has a wealth of knowledge and experience of international cricket and the Australian cricket team.
",2011,Sports,-596167936.0
"27 July 2011 - china searches for next basketball star in 2012
china searches for next basketball star in 2012
July 27 -- The Beijing Organizing Committee for the Olympic Games (BOCOG) is seeking talent in China's upcoming 2012 draft for new basketball players, the People's Daily reported today.
The committee said that basketball players with exceptional physical strength and good technique are encouraged to apply.
Applicants should be younger than 21 and be no older than 35. They should also be willing to play in the Chinese Basketball Association.
Basketball has been a popular sport in China, and its international performance has been continuously improving since the country joined the international basketball federation in 1979. The men's team ranked 21st in the 2010 world basketball championships.
China has been preparing for the 2012 Olympics in the capital, where its team was based at the Beijing Olympic Sports Centre for the 2008 Games.
BOCOG is also seeking applications from other sportspersons for the ",2011,Sports,-589547520.0
"23 March 2011 - liberals match labor pledge to soccer fraternity
There is a strange alliance forming between two unlikely parties: the left wing of the Greens and the hard left faction of the Labor party. They are calling on Kevin Rudd to join forces with them to support the Socceroos in this year's World Cup.
According to the Greens, a group of Australian Liberals have announced their intentions to campaign for an increase in the GST. The party claims that these Liberals are a new breed of conservatives, and that they are trying to steal the Liberal party's mantel.
""The Greens stand for lower taxes, and we support the Liberals' proposal. In fact we believe that a rise in the GST would be a good idea."" said Greens senator Sarah Hanson-Young. ""We know that it's only fair that the burden of increased taxes should be shared by all Australians. The Greens don't support any tax cuts at all, but we do believe that everyone has to pay a fair share.""
It is no secret that the Australian Labor party are trying to steal",2011,Sports,-568787520.0
"28 November 2011 - football clubs pay tribute to speedway legend.
18 November 2011 - tributes paid to the late great Reg Speller.
7 October 2011 - tributes paid to the late great Ron Johnson.
7 September 2011 - tribute paid to the late great Ron Johnson.
1 August 2011 - tributes paid to the late great Bill Hartley.
17 July 2011 - tributes paid to the late great Billy Ashmore.
17 May 2011 - tributes paid to the late great Harry Potts.
19 April 2011 - tributes paid to the late great Tommy Jones.
18 March 2011 - tributes paid to the late great Stan Hutton.
16 February 2011 - tributes paid to the late great Peter Pugh.
12 January 2011 - tributes paid to the late great Jimmy Hooper.
18 December 2010 - tributes paid to the late great Joe Brown.
4 December 2010 - tributes paid to the late great Fred Taylor",2011,Sports,-612705088.0
"30 October 2011 - staying mr cricket gets harder: hussey the latest casualty
31 October 2011 - hussey was a very good player for australia, a top order batsman of great quality: but it's time to go, mr cricket is gone for good
3 November 2011 - cricket: the great game, and cricketing: the great players
4 November 2011 - cricket: a tribute to the great donald bradman
7 November 2011 - australia cricket: another great player, another great failure
9 November 2011 - cricket: the great game, and cricketing: the great players
13 November 2011 - cricket: donald bradman, australia cricket's great captain
14 November 2011 - cricket: a tribute to the great donald bradman
15 November 2011 - cricket: the great game, and cricketing: the great players
19 November 2011 - australia cricket: a tribute to the great donald bradman
20 November",2011,Sports,-586949120.0
"12 January 2011 - cricketers unite behind flood victims
Inspirational England cricket captain Andrew Strauss was among the cricketers and sporting stars who turned out for the 2011 British Red Cross Celebrity Cricket Match in London.
The event, held at the Kia Oval, raised more than £75,000 to help people affected by the recent floods.
Strauss, who captained England to victory over Pakistan in the recent Test series, was among the England players taking part. He also took part in a special charity match on Sunday afternoon (9 January) at the Mote Park Cricket Ground in Maidstone, Kent, alongside the likes of England’s Kevin Pietersen and Andrew Flintoff, and World Cup winner Jonty Rhodes.
The British Red Cross, which is the official charity of the England and Wales Cricket Board (ECB), and Cricket for Change (CfC), a group of current and former England players set up to help with the recovery of the 2010 Asian Tsunami, organised the match.
British Red Cross CEO",2011,Sports,-597659008.0
"24 June 2011 - styris quits international cricket
Styris to step down after the World Cup
25 January 2012 - Peshawar Zalmi wins the inaugural edition of Pakistan Super League (PSL)
2nd November 2011 - Australia lose to South Africa in the first test
Pakistan v South Africa 2011/12 2nd Test, Sheikh Zayed Stadium, Abu Dhabi
5 October 2011 - Pakistan beat Australia in first Test
Pakistan v Australia 2011/12 1st Test, U.A.E. Cricket Stadium, Dubai
24 August 2011 - Australia win the World Cup
India v Australia 2011 ICC Cricket World Cup Final, Wankhede Stadium, Mumbai
21 August 2011 - Australia reach the World Cup final
Australia v India 2011 ICC Cricket World Cup Semi Final, Nagpur
12 August 2011 - Pakistan win the World Cup
Pakistan v Sri Lanka 2011 ICC Cricket World Cup Final, WACA,",2011,Sports,-603165632.0
"21 January 2011 - next generation socceroos
Australia's 2011 Asian Cup campaign has been postponed due to an ongoing conflict in the Middle East and an inability to obtain sufficient visa's to bring the players to the region. It is the second time the Australian team has had to pull out of an important tournament due to the actions of others in the world. The first time was the infamous events of the early nineties when an Iranian missile attack at a US military base in Saudi Arabia, just miles away from where the team was to play, resulted in the cancellation of the tournament.
Australia has decided not to be a part of this tournament. We are not a signatory to the ICC's anti corruption code, we don't have a national team, and there is no reason for us to attend. Australia is the third largest cricket nation in the world and we are a full member of the ICC. We have nothing to fear from the ICC's new code and there is no need to jump at the knee jerk reaction and start applying sanctions",2011,Sports,-562784768.0
"22 December 2011 - council resolves football ground stalemate
The Local Government Association, which represents councils in England and Wales, has called on the Government to bring an end to a legal dispute that has prevented the West Bromwich Albion football club from opening its new home ground.
The new home of the West Bromwich Albion football club in the English city of Birmingham has been unable to open because of a legal dispute.
The club and its owners, Birmingham City Council, have been locked in a dispute over ownership of the 32,000-seater ground, The Hawthorns, since May last year.
The football club and the council's joint venture company are currently locked in a dispute over ownership of the new home ground.
The local authority and the football club's owners, the West Bromwich Albion Football Club (WBAFC), have been at loggerheads over ownership of The Hawthorns since May last year.
Now, the Local Government Association, which represents councils in England and Wales, has called on the Government to bring an end to the",2011,Sports,-596199808.0
"15 January 2011 - socceroos share the spoils with korea republic
A late strike by Sydney FC’s Alessandro Del Piero has saved Australia from defeat at the hands of Korea Republic.
In the opening match of the year at Parramatta Stadium, the Korean’s went ahead in the 27th minute through a powerful left-footed strike from Kim Hyun Seok, who controlled the ball with his chest and fired past a helpless Mark Schwarzer.
The Socceroos responded in the second half and were rewarded when Del Piero volleyed in a stunning equaliser in the 70th minute.
The Italian striker was at the heart of the move, firing in a 20-metre pass to Harry Kewell who drilled the ball to the edge of the penalty area, allowing Del Piero to volley home.
Korea continued to press for a winner but they were unable to find a second goal as Australia held on for the draw.
The result keeps the Socceroos in the top spot of the Asian rankings, but their World Cup",2011,Sports,-604065600.0
"21 June 2011 - former footballer on trial over partners assault in Italy
Italian police have placed a former footballer on trial in Milan after finding him in possession of a pistol and a knife, along with the body of a 31-year-old woman, allegedly stabbed and left in a room of a luxury hotel.
The body of the 31-year-old was found by hotel staff in a room of the five-star hotel, the Westin Palace, in the centre of Milan on Wednesday.
A spokesman for Milan police said that the former player, Giuseppe Giacomazzi, and the woman were found in the same room. He was arrested immediately after the police entered the hotel and detained on a charge of possession of weapons and a theft complaint was filed against him for allegedly taking a car without permission.
Police did not confirm Giacomazzi's nationality, but a photo showed him to be a player in the Italian Serie B.
The player, Giuseppe Giacomazzi, was taken for questioning, a police spokesman said. A police source identified the player as a",2011,Sports,-587352320.0
