Text,Year,Category,Log_Probability
"15 December 2011 - dravid praises bradman at dinner
Bengaluru: Mahendra Singh Dhoni, Sourav Ganguly, Sunil Gavaskar, and VVS Laxman at the dinner in honour of Don Bradman at the Chinnaswamy Stadium in Bengaluru. (Photo by V V Subrahmanyam)",2011,Technology,-218681728.0
"07 May 2011 - press call alistair clarkson
New 300mm production line in Leicestershire
Tata Steel today unveiled its plans to create the UK's first 300mm wafer facility, the world's largest and most advanced semiconductor fabrication facility. The £400m investment at the company's site in Corby, Northamptonshire will create up to 500 jobs at its existing steel plant.",2011,Technology,-246830416.0
"27 September 2011 - insurers remain under spotlight at floods inquiry
Insurers are likely to come under scrutiny when the floods inquiry hears that the insurance market is not working well enough. The insurance market was one of the areas highlighted by the chief secretary to the Treasury, Danny Alexander, as an area where government policy must be scrutinised.
A government spokesman said that, if Mr Alexander's view was that there is a systemic failure in the market then he has a clear obligation to look at the policies we are pursuing, to see whether they are having the desired impact.
Mr Alexander, who is chairing the government's review of how the country can become better prepared for flooding, said in his speech at the Environment Agency conference that the insurance market needs to be scrutinised.
He said that, although we are making progress with reforms to the financial system, insurers remain under a spotlight.",2011,Technology,-487575424.0
"02 June 2011 - bathurst rex route under threat as airline reveals plan to restructure
07 May 2011 - Government fails to support Qantas
26 April 2011 - Qantas' loss to be lessened by 20 per cent
24 April 2011 - Qantas workers back in court
15 April 2011 - Qantas workers prepare for more action
15 April 2011 - Qantas announces major restructuring plan
14 April 2011 - Qantas' profits take a dive
12 April 2011 - Qantas employees back at work
09 April 2011 - Qantas employees back at work
07 April 2011 - Qantas workers back at work
05 April 2011 - Qantas workers back at work
01 April 2011 - Qantas employees back on strike
30 March 2011 - Qantas employees back on strike
26 March 2011 - Qantas employees back on strike
24 March 2011 - Qantas employees back on strike
22 March 201",2011,Technology,-610232896.0
"02 July 2011 - magnussen does it again.
The 2008 GT3 champion and 2010 GT2 World Champion Jorg Magnussen will drive an Acura ARX-01b, a prototype that competes in the American Le Mans Series. The #7 Level 5 Motorsports ARX-01b will be used as a test car for the upcoming 24 Hours of Le Mans.
Magnussen has been the driver of the #7 Acura at the Long Beach round of the American Le Mans Series in April. The race, which was run as part of the Grand Prix of Long Beach, was won by the ARX-01b.
""We are happy that we could convince Jorg to drive for us in Le Mans, a race he has been dreaming of for years. We are sure that he will do a fantastic job in the test,"" said Sebastien Bourdais.
Magnussen will be taking part in the official Le Mans test on the 12th of July.",2011,Technology,-560678144.0
"25 October 2011 - media call jon mckain
On Wednesday 26 October 2011, 4.00 pm – 5.00 pm AEDT, Jon McKain, director, of the Sydney-based production company The Farm and the producer of the feature documentary film, ‘The First Stone’, will be speaking on the film with The University of Melbourne, Faculty of Theology and Religion in the McGrath Building, University of Melbourne.
The Farm is a production company dedicated to independent Australian film. Established in 1997, The Farm is a creative team that consists of Jon McKain, executive producer; Jo Williamson, director of finance and administration; Sarah Smith, director of sales and distribution; and Simon Horsfall, director of production.
‘The First Stone’ is a story of four young Australians, each in search of the truth, struggling to make sense of their own lives and of the world around them. The story is told through the perspective of each of the characters, all of whom are questioning the world in which",2011,Technology,-574677888.0
"07 April 2011 - muswellbrook council asked to explain court consent
The Muswellbrook Chronicle has published the following story today:
MUSWELLBROOK Council has been asked to explain why it entered into a confidentiality agreement with former mayor and councillor Gary O'Connell after he was ordered to pay $1,000 to the council.
Cr O'Connell was convicted and fined after a court appearance in February. However, he was ordered to pay the council the $1,000 fine in one month's time.
Cr O'Connell did not pay the council and instead asked the council to consent to a court order so he could pay the $1,000 within a specified time frame.
It is understood the council entered into the agreement on March 30.
Muswellbrook Chronicle editor Neil Cudmore said it was difficult to understand why the council consented to the agreement.
""An understanding between the parties, or an agreement between them, could be entered into,"" he said.
""It's difficult to explain why a council would enter into such an agreement",2011,Technology,-597414912.0
"08 November 2011 - cain denies sex allegations
Cain denies sex allegations
US Republican presidential candidate Herman Cain says allegations of sexual harassment during his tenure at the National Restaurant Association are ""just flat-out wrong"".
The allegations were first reported by Politico.com and have been confirmed by three people with knowledge of the matter, one of whom was a woman.
Politico reported that two of the three alleged that the harassment occurred while they worked for the NRA.
The woman who was the first alleged victim was an administrative assistant who started work in the early 1990s.
The second alleged victim was an employee of the NRA who was also a former member of the board of the association. The third alleged victim worked as a contractor.
The two women said Cain's conduct was not only ""inappropriate"" but also a threat to his job.
Cain has denied the allegations in a radio interview on the Laura Ingraham Show.
He said: ""I never harassed anybody.
""I have no clue who these people are and I've never talked to",2011,Technology,-584549504.0
"21 October 2011 - repairs to delay pool opening
22 October 2011 - no reports of flooding
23 October 2011 - the first pool opened
27 October 2011 - more repairs
27 October 2011 - no report of flooding
28 October 2011 - the second pool opened
28 October 2011 - no report of flooding
29 October 2011 - the third pool opened
30 October 2011 - no report of flooding
31 October 2011 - the fourth pool opened
31 October 2011 - no report of flooding
1 November 2011 - no report of flooding
2 November 2011 - the fifth pool opened
3 November 2011 - no report of flooding
4 November 2011 - the sixth pool opened
5 November 2011 - no report of flooding
6 November 2011 - the seventh pool opened
7 November 2011 - no report of flooding
8 November 2011 - the eighth pool opened
9 November ",2011,Technology,-609445760.0
"16 May 2011 - man escapes jail over false betts murder alibi
Bristol Crown Court has heard how a man escaped jail over a false alibi in the murder of Bristol pensioner Betty Betts.
Anthony Hickey, 40, claimed he was at a pub in Southmead at the time of the killing, in September 2008.
He admitted supplying the murder weapon but denied being at the murder scene in the street where 79-year-old Mrs Betts was fatally stabbed.
Mrs Betts was attacked after she left her home on the same evening to get her pension.
Hickey, of Kings Weston Avenue, Horfield, Bristol, admitted perverting the course of justice.
At an earlier trial, 44-year-old Craig Smith admitted killing Mrs Betts, but denied murder.
Judge Peter Blair QC told Hickey that he should have come clean over the pub alibi, saying he was ""playing fast and loose with the truth"".
The judge added: ""You could have avoided a lengthy prison sentence by telling the truth from the start.""
H",2011,Technology,-602345216.0
"11 March 2011 - drug peddling grey nurse avoids jail
An international drug peddler caught after trying to smuggle a 40 kilo consignment of cannabis into Sydney's International Airport in December 2008 has avoided jail.
The grey nurse, 42, was sentenced to nine months prison with a non-parole period of 6 months and four days.
In addition to the 6 months jail term, he was disqualified from driving for three years.
In March 2008, the grey nurse travelled from the Philippines to Hong Kong to board a flight to Sydney.
He was arrested by the Hong Kong Customs at the airport as he attempted to smuggle a 40 kg cannabis consignment in a shipping container in to Sydney.
Grey Nurse caught smuggling cannabis - Drug Smuggling by Grey Nurse Caught - 40 Kg Consignment",2011,Technology,-464683264.0
